fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,row_id,x,y,reduction_method,reduction_config
8.1,0.72,0.09,2.8,0.084,18.0,49.0,0.9994,3.43,0.72,11.1,6,726,13.329722,-1.9350995,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
8.2,0.59,0.0,2.5,0.093,19.0,58.0,1.0002,3.5,0.65,9.3,6,737,14.044439,-2.6626859,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,6,745,15.982096,-1.6454095,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.2,0.5,0.18,2.1,0.071,12.0,31.0,0.99761,3.52,0.72,9.6,6,748,15.788792,-1.8297983,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,6,749,16.01422,-1.6170094,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
8.8,0.7,0.0,1.7,0.069,8.0,19.0,0.99701,3.31,0.53,10.0,6,762,12.025563,1.784216,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
9.1,0.68,0.11,2.8,0.093,11.0,44.0,0.99888,3.31,0.55,9.5,6,764,13.642413,3.7192779,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
9.2,0.67,0.1,3.0,0.091,12.0,48.0,0.99888,3.31,0.54,9.5,6,765,13.558758,3.7985733,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.1,0.59,0.02,2.3,0.082,24.0,94.0,0.99744,3.55,0.53,9.7,6,768,14.409254,-2.7897317,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.1,0.59,0.02,2.3,0.082,24.0,94.0,0.99744,3.55,0.53,9.7,6,770,14.416579,-2.7501838,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.1,0.61,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,0.6,9.7,6,792,14.196154,-2.569942,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.7,0.56,0.08,2.5,0.114,14.0,46.0,0.9971,3.24,0.66,9.6,6,803,12.265837,-2.0713112,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
8.4,0.52,0.22,2.7,0.084,4.0,18.0,0.99682,3.26,0.57,9.9,6,804,12.566263,3.295269,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.6,0.48,0.31,2.8,0.07,4.0,15.0,0.99693,3.22,0.55,10.3,6,809,12.36833,3.5904,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,6,847,15.616154,-1.9531701,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
9.0,0.8,0.12,2.4,0.083,8.0,28.0,0.99836,3.33,0.65,10.4,6,886,12.631474,-1.5827426,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,6,894,14.458856,-2.8056626,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.7,0.6,0.06,2.0,0.079,19.0,41.0,0.99697,3.39,0.62,10.1,6,995,7.6669326,4.9014106,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.5,0.71,0.0,1.6,0.092,22.0,31.0,0.99635,3.38,0.58,10.0,6,1013,7.3253536,4.8127003,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
8.0,0.58,0.16,2.0,0.12,3.0,7.0,0.99454,3.22,0.58,11.2,6,1014,10.978045,2.7540364,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
8.6,0.83,0.0,2.8,0.095,17.0,43.0,0.99822,3.33,0.6,10.4,6,1025,13.03136,-1.6337398,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.5,0.57,0.08,2.6,0.089,14.0,27.0,0.99592,3.3,0.59,10.4,6,1033,9.482262,3.2374277,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
8.9,0.745,0.18,2.5,0.077,15.0,48.0,0.99739,3.2,0.47,9.7,6,1034,13.677802,3.7320526,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.7,0.61,0.18,2.4,0.083,6.0,20.0,0.9963,3.29,0.6,10.2,6,1065,12.417649,3.2015834,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
8.3,0.53,0.0,1.4,0.07,6.0,14.0,0.99593,3.25,0.64,10.0,6,1110,11.936482,1.8482299,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
9.1,0.6,0.0,1.9,0.058,5.0,10.0,0.9977,3.18,0.63,10.4,6,1130,12.144575,1.6526328,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,6,1197,11.854009,4.0322742,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,6,1200,11.845934,4.0992875,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,6,1210,8.844867,2.36885,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,6,1212,8.872192,2.3387835,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,6,1236,11.752216,1.8254865,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6,1265,8.868007,3.2998133,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6,1266,8.907731,3.292774,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,6,1274,10.613297,3.0866995,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,6,1277,11.498268,0.9439045,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,6,1282,8.93913,2.0500464,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
8.4,0.39,0.1,1.7,0.075,6.0,25.0,0.99581,3.09,0.43,9.7,6,1332,11.854767,3.7132723,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,1339,6.1615267,5.379918,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,1340,6.160995,5.44069,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,1341,6.049522,5.4126954,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.99589,3.37,0.51,10.4,6,1342,6.3473806,5.366169,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,1343,5.9155135,5.3371043,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.99613,3.25,0.53,10.2,6,1345,11.999084,3.7446547,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,6,1379,7.9499955,2.6280067,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,6,1380,7.9147053,2.5942564,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
8.6,0.685,0.1,1.6,0.092,3.0,12.0,0.99745,3.31,0.65,9.55,6,1395,11.969386,2.2758563,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
6.8,0.64,0.03,2.3,0.075,14.0,31.0,0.99545,3.36,0.58,10.4,6,1462,8.672767,2.778728,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
6.9,0.63,0.01,2.4,0.076,14.0,39.0,0.99522,3.34,0.53,10.8,6,1463,8.172908,2.7744677,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
6.9,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.23333333333333,6,1514,13.859154,-2.4097993,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
6.9,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.25,6,1515,13.894546,-2.2101245,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
6.8,0.47,0.08,2.2,0.064,18.0,38.0,0.99553,3.3,0.65,9.6,6,1526,8.247287,4.377826,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.1,0.53,0.07,1.7,0.071,15.0,24.0,0.9951,3.29,0.66,10.8,6,1527,6.170193,5.4159417,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.2,0.53,0.13,2.0,0.058,18.0,22.0,0.99573,3.21,0.68,9.9,6,1532,8.233342,4.346333,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
7.0,0.55,0.13,2.2,0.075,15.0,35.0,0.9959,3.36,0.59,9.7,6,1535,8.612878,4.105898,UMAP,"{'method': 'UMAP', 'normalize': True, 'pca_components': 4, 'pca_x_component': 0, 'pca_y_component': 1, 'tsne_perplexity': 30.0, 'tsne_learning_rate': 200.0, 'tsne_random_state': 42, 'umap_n_neighbors': 4, 'umap_min_dist': 0.1, 'umap_random_state': 42, 'hierarchical_mode': True, 'hierarchical_layers': 1}"
